S. No.,Month,Crash Date,Crash Day,Article Date,Location,Million Plus City,State,LatLong,Vehicle 1,Vehicle/Object 2,Killed,Injured,Age,Gender,Road Type,Crash Type,Latitude,Longitude,Age_Count,Average_Age,Minimum_Age,Maximum_Age,Object_2_Type,Crash_Year,Crash_Month_Number,Crash_Day_Number
734,June,2022-06-22,Wednesday,2022-06-22,Navali,Nil,Madhya Pradesh,"24.587976597222077, 75.70261053450251",SUV,SUV,4,13,"60,55",BOTH,SH,Head On Collision,24.58797659722208,75.70261053450251,2.0,57.5,55.0,60.0,VEHICLE,2022,6,2
735,June,2022-06-20,Monday,2022-06-22,NTTF Junction,Bengaluru,Karnataka,"12.847483722753953, 77.67080028948838",TWO WHEELER,TRUCK,1,0,48,MALE,NH,Hit From Back,12.847483722753951,77.67080028948838,1.0,48.0,48.0,48.0,VEHICLE,2022,6,0
738,June,2022-06-23,Thursday,2022-06-23,Goalbari,Nil,West Bengal,"22.82371598065521, 87.00897651665815",AUTO RICKSHAW,VAN,4,5,"4,35,40,40",BOTH,SH,Head On Collision,22.82371598065521,87.00897651665815,4.0,29.75,4.0,40.0,VEHICLE,2022,6,3
747,June,2022-06-23,Thursday,2022-06-24,Aushapur,Nil,Telangana,"17.461431854583598, 78.73478348257953",TWO WHEELER,UNIDENTIFIED,3,0,"25,21,23",MALE,NH,Hit and Run,17.461431854583598,78.73478348257953,3.0,23.0,21.0,25.0,UNKNOWN,2022,6,3
749,June,2022-06-21,Tuesday,2022-06-25,Mumbai Naka,Nashik,Maharashtra,"19.98791733008655, 73.78509283065542",AUTO RICKSHAW,CAR,1,0,57,FEMALE,NH,Head On Collision,19.98791733008655,73.78509283065542,1.0,57.0,57.0,57.0,VEHICLE,2022,6,1
750,June,2022-06-22,Wednesday,2022-06-25,Dwarka Flyover,Nashik,Maharashtra,"19.99390201399, 73.79693369619416",TWO WHEELER,UNIDENTIFIED,1,0,36,MALE,NH,Hit and Run,19.99390201399,73.79693369619416,1.0,36.0,36.0,36.0,UNKNOWN,2022,6,2
751,June,2022-06-25,Saturday,2022-06-25,Dharamtul Vishnu Temple,Nil,Assam,"26.154467016159845, 92.35321244165476",PEDESTRIAN,CAR,1,6,,,NH,Hit and Run,26.154467016159845,92.35321244165476,,,,,VEHICLE,2022,6,5
752,June,2022-06-25,Saturday,2022-06-26,Agarpani,Nil,Chhattisgarh,"22.44078812784517, 81.38729302075325",BUS,DITCH,2,20,"9,3",FEMALE,SH,Vehicle Overturn,22.44078812784517,81.38729302075325,2.0,6.0,3.0,9.0,OBJECT,2022,6,5
753,June,2022-06-26,Sunday,2022-06-26,Saach Pass,Nil,Himachal Pradesh,"33.0057291641876, 76.23978717952649",BUS,BOULDER,1,7,,,SH,Fixed Object Collision,33.0057291641876,76.23978717952649,,,,,VEHICLE,2022,6,6
757,June,2022-06-25,Saturday,2022-06-27,Veerapandi Pirivu,Coimbatore,Tamil Nadu,"11.17034084300654, 76.95224526691806",PEDESTRIAN,BUS,1,0,75,FEMALE,NH,Hit and Run,11.17034084300654,76.95224526691806,1.0,75.0,75.0,75.0,VEHICLE,2022,6,5
759,June,2022-06-26,Sunday,2022-06-27,Mokal Gaon,Nil,Madhya Pradesh,"21.794187261819545, 76.2363213038457",TWO WHEELER,TRUCK,1,0,29,MALE,SH,Head On Collision,21.794187261819545,76.2363213038457,1.0,29.0,29.0,29.0,VEHICLE,2022,6,6
760,June,2022-06-27,Monday,2022-06-28,Sedariya,Nil,Rajasthan,"26.419793569420616, 74.67315301086593",CAR,TRUCK,5,0,"23,24,24,24,30",MALE,NH,With Parked Vehicle,26.419793569420616,74.67315301086593,5.0,25.0,23.0,30.0,VEHICLE,2022,6,0
762,June,2022-06-29,Wednesday,2022-06-29,Nashirabad,Nil,Maharashtra,"21.00372816744372, 75.65463240054079",PICK UP,TRUCK,4,0,,MALE,NH,Head On Collision,21.00372816744372,75.65463240054079,,,,,VEHICLE,2022,6,2
763,June,2022-06-28,Tuesday,2022-06-29,Kanchanjuri,Nil,Assam,"26.57641694935181, 93.17244312223875",CAR,GORGE,4,1,"23,19,20,20",MALE,NH,Vehicle Overturn,26.57641694935181,93.17244312223876,4.0,20.5,19.0,23.0,OBJECT,2022,6,1
766,June,2022-06-29,Wednesday,2022-06-30,Surguja,Nil,Chhattisgarh,"23.09801552032268, 83.23081845910845",CAR,TRUCK,2,3,"56,57",BOTH,NH,Head On Collision,23.09801552032268,83.23081845910845,2.0,56.5,56.0,57.0,VEHICLE,2022,6,2
769,July,2022-06-29,Wednesday,2022-07-01,Koh E Fiza Hospital,Bhopal,Madhya Pradesh,"23.26507953283944, 77.38068804042345",PEDESTRIAN,CAR,1,0,,MALE,SH,Hit and Run,23.26507953283944,77.38068804042345,,,,,VEHICLE,2022,6,2
771,July,2022-07-02,Saturday,2022-07-02,Kini,Nil,Maharashtra,"16.86488967953178, 74.29674180561348",SUV,TRUCK,3,1,"42,27,11",BOTH,NH,Hit From Back,16.86488967953178,74.29674180561348,3.0,26.666666666666668,11.0,42.0,VEHICLE,2022,7,5
772,July,2022-06-28,Tuesday,2022-07-02,Peth Vadgaon,Nil,Maharashtra,"16.828713200092736, 74.30574962148575",TWO WHEELER,TRUCK,3,0,"28,28,18",BOTH,SH,Hit From Side,16.828713200092736,74.30574962148575,3.0,24.666666666666668,18.0,28.0,VEHICLE,2022,6,1
773,July,2022-07-01,Friday,2022-07-02,Kondathamarapalle,Nil,Andhra Pradesh,"18.16850396246933, 83.2461004723039",AUTO RICKSHAW,BUS,1,0,48,MALE,SH,Others,18.16850396246933,83.2461004723039,1.0,48.0,48.0,48.0,VEHICLE,2022,7,4
775,July,2022-07-02,Saturday,2022-07-03,Chumoukedima,Nil,Nagaland,"25.80663634381753, 93.79110809700175",AUTO RICKSHAW,TRUCK,5,3,"19,20,21,22,24",MALE,NH,Others,25.80663634381753,93.79110809700175,5.0,21.2,19.0,24.0,VEHICLE,2022,7,5
776,July,2022-07-01,Friday,2022-07-03,Belur Industrial Area,Nil,Karnataka,"15.516875304272405, 74.92508140009917",TWO WHEELER,CAR,1,0,24,MALE,NH,Hit From Back,15.516875304272403,74.92508140009917,1.0,24.0,24.0,24.0,VEHICLE,2022,7,4
777,July,2022-07-01,Friday,2022-07-03,Panjurli Hotel,Nil,Karnataka,"15.463930720847475, 75.00043404088755",TWO WHEELER,CAR,1,0,,MALE,SH,Hit From Side,15.463930720847475,75.00043404088755,,,,,VEHICLE,2022,7,4
779,July,2022-07-04,Monday,2022-07-04,Focal Point,Nil,Punjab,"31.65259814136989, 75.63849801551531",CAR,PARAPET,3,1,,BOTH,NH,Fixed Object Collision,31.65259814136989,75.63849801551531,,,,,VEHICLE,2022,7,0
780,July,2022-07-03,Sunday,2022-07-04,Lavale Phata,Nil,Maharashtra,"18.510937783558102, 73.69488554452028",TWO WHEELER,TRUCK,3,4,"35,25,1",BOTH,SH,Others,18.510937783558106,73.69488554452028,3.0,20.333333333333332,1.0,35.0,VEHICLE,2022,7,6
781,July,2022-07-03,Sunday,2022-07-04,Indira Park,Nil,Uttar Pradesh,"28.00824552804398, 80.80548354667",TWO WHEELER,BUS,4,0,"22,4,30,52",BOTH,SH,Head On Collision,28.00824552804398,80.80548354667,4.0,27.0,4.0,52.0,VEHICLE,2022,7,6
782,July,2022-07-05,Tuesday,2022-07-05,Bapi,Nil,Rajasthan,"26.97494026952045, 76.28433925663929",CAR,SUV,4,3,,MALE,NH,Head On Collision,26.97494026952045,76.28433925663929,,,,,VEHICLE,2022,7,1
783,July,2022-07-05,Tuesday,2022-07-05,Khaliar,Nil,Himachal Pradesh,"31.719513402350213, 76.93497966491516",TRUCK,NIL,3,1,,,NH,Run Off Road,31.719513402350213,76.93497966491516,,,,,UNKNOWN,2022,7,1
787,July,2022-07-04,Monday,2022-07-06,Kullakada,Nil,Kerala,"9.081480613966917, 76.75265542620777",CAR,CAR,2,1,"32,30",BOTH,NH,Others,9.081480613966916,76.75265542620777,2.0,31.0,30.0,32.0,VEHICLE,2022,7,0
788,July,2022-07-04,Monday,2022-07-06,SN Junction,Kochi,Kerala,"9.954367080798487, 76.34492145824956",TWO WHEELER,TRUCK,2,1,"20,20",MALE,NH,Hit From Side,9.954367080798487,76.34492145824956,2.0,20.0,20.0,20.0,VEHICLE,2022,7,0
789,July,2022-07-04,Monday,2022-07-06,Devprayag,Nil,Uttarakhand,"30.145191943175526, 78.60436682200809",CAR,GORGE,1,3,23,MALE,NH,Vehicle Overturn,30.14519194317553,78.60436682200809,1.0,23.0,23.0,23.0,OBJECT,2022,7,0
790,July,2022-07-04,Monday,2022-07-06,Hanuman Chhati,Nil,Uttarakhand,"30.93236887735729, 78.39899532682544",CAR,GORGE,3,0,"30,35",FEMALE,NH,Vehicle Overturn,30.93236887735729,78.39899532682544,2.0,32.5,30.0,35.0,OBJECT,2022,7,0
791,July,2022-07-06,Wednesday,2022-07-07,Pamgarh,Nil,Chhattisgarh,"21.873499451221, 82.45015803172682",TWO WHEELER,VAN,1,1,2,MALE,SH,Hit From Back,21.873499451221,82.45015803172682,1.0,2.0,2.0,2.0,VEHICLE,2022,7,2
792,July,2022-07-06,Wednesday,2022-07-07,Buchirajupalem,Vizag,Andhra Pradesh,"17.74376770331953, 83.2314235301341",TWO WHEELER,LORRY,2,0,,MALE,SH,Others,17.74376770331953,83.2314235301341,,,,,VEHICLE,2022,7,2
796,July,2022-07-06,Wednesday,2022-07-08,Barkot,Nil,Uttarakhand,"30.80812377794836, 78.21010887386656",PICK UP,GORGE,1,5,43,MALE,NH,Vehicle Overturn,30.80812377794836,78.21010887386656,1.0,43.0,43.0,43.0,OBJECT,2022,7,2
803,July,2022-07-08,Friday,2022-07-09,Halol,Nil,Gujarat,"22.501220695617526, 73.48311850001448",TWO WHEELER,TRUCK,3,0,,MALE,NH,With Parked Vehicle,22.501220695617526,73.48311850001448,,,,,VEHICLE,2022,7,4
804,July,2022-07-08,Friday,2022-07-09,Honnakatte,Nil,Karnataka,"12.969759681379283, 74.80477918965846",VAN,TRUCK,1,0,40,MALE,NH,Hit From Side,12.969759681379283,74.80477918965846,1.0,40.0,40.0,40.0,VEHICLE,2022,7,4
806,July,2022-07-10,Sunday,2022-07-10,Nagaur,Nil,Rajasthan,"27.189910951383663, 73.73178246564869",CAR,TRUCK,1,5,,FEMALE,SH,Others,27.189910951383663,73.73178246564869,,,,,VEHICLE,2022,7,6
809,July,2022-07-10,Sunday,2022-07-10,Langolpota,Kolkata,West Bengal,"22.625983068705604, 88.51289893730716",CAR,BUS,1,0,22,MALE,SH,With Parked Vehicle,22.625983068705604,88.51289893730716,1.0,22.0,22.0,22.0,VEHICLE,2022,7,6
811,July,2022-07-10,Sunday,2022-07-10,Batala,Nil,Punjab,"31.823734052480386, 75.17505278764587",CAR,DIVIDER,3,2,,MALE,NH,Fixed Object Collision,31.823734052480383,75.17505278764587,,,,,OBJECT,2022,7,6
812,July,2022-07-07,Thursday,2022-07-10,Lucknow-Sultanpur Highway,Lucknow,Uttar Pradesh,"26.796373817934697, 81.01197823523033",CAR,TRUCK,2,2,"23,25",BOTH,NH,With Parked Vehicle,26.796373817934697,81.01197823523033,2.0,24.0,23.0,25.0,VEHICLE,2022,7,3
813,July,2022-07-10,Sunday,2022-07-11,Gagalheri,Nil,Uttar Pradesh,"29.97728356993806, 77.6632346561554",TWO WHEELER,TRACTOR,1,1,28,MALE,NH,Head On Collision,29.97728356993806,77.6632346561554,1.0,28.0,28.0,28.0,VEHICLE,2022,7,6
815,July,2022-07-10,Sunday,2022-07-11,Bhandari Resort,Indore,Madhya Pradesh,"22.72911823192714, 75.93317337333046",TWO WHEELER,CAR,1,1,,MALE,NH,Others,22.72911823192714,75.93317337333046,,,,,VEHICLE,2022,7,6
817,July,2022-07-12,Tuesday,2022-07-12,Badbahal,Nil,Odisha,"21.811169049664613, 84.20562287672573",AUTO RICKSHAW,SUV,3,3,,,NH,Others,21.811169049664613,84.20562287672573,,,,,VEHICLE,2022,7,1
822,July,2022-07-13,Wednesday,2022-07-13,Deepak Tal,Nil,Himachal Pradesh,"32.75245602481399, 77.25571991130239",TRUCK,GORGE,3,3,,,NH,Vehicle Overturn,32.75245602481399,77.25571991130239,,,,,OBJECT,2022,7,2
824,July,2022-07-11,Monday,2022-07-13,Maduranthkam,Nil,Tamil Nadu,"12.500351971025927, 79.87519711357636",CAR,TRUCK,1,4,40,MALE,NH,With Parked Vehicle,12.500351971025928,79.87519711357636,1.0,40.0,40.0,40.0,VEHICLE,2022,7,0
825,July,2022-07-11,Monday,2022-07-13,Nelamangala,Nil,Karnataka,"13.098492041784795, 77.38569255067814",TWO WHEELER,TRUCK,1,1,25,MALE,NH,With Parked Vehicle,13.098492041784796,77.38569255067814,1.0,25.0,25.0,25.0,VEHICLE,2022,7,0
827,July,2022-07-13,Wednesday,2022-07-14,Kaudiyala,Nil,Uttarakhand,"30.074442159413845, 78.50161094097407",CAR,GORGE,4,0,"52,40,25,19",BOTH,NH,Vehicle Overturn,30.074442159413845,78.50161094097407,4.0,34.0,19.0,52.0,OBJECT,2022,7,2
828,July,2022-07-13,Wednesday,2022-07-14,Nakkalla Palli,Nil,Telangana,"16.084111910361987, 77.89860863476197",CAR,LORRY,3,0,"12,8,25",BOTH,NH,With Parked Vehicle,16.084111910361987,77.89860863476197,3.0,15.0,8.0,25.0,VEHICLE,2022,7,2
830,July,2022-07-13,Wednesday,2022-07-15,Lalru,Nil,Punjab,"30.48476329448971, 76.79816771294107",BICYCLE,BUS,1,0,75,MALE,NH,Hit From Back,30.48476329448971,76.79816771294107,1.0,75.0,75.0,75.0,VEHICLE,2022,7,2
833,July,2022-07-15,Friday,2022-07-17,Kanchipuram,Nil,Tamil Nadu,"12.818966368687125, 79.69401125195076",PEDESTRIAN,TRUCK,2,0,"37,60",BOTH,SH,Hit and Run,12.818966368687123,79.69401125195076,2.0,48.5,37.0,60.0,VEHICLE,2022,7,4
836,July,2022-07-17,Sunday,2022-07-18,Kirimanjeshwara,Nil,Karnataka,"13.772641713352378, 74.63597248633671",TWO WHEELER,DIVIDER,2,0,"19,18",MALE,NH,Fixed Object Collision,13.772641713352378,74.63597248633671,2.0,18.5,18.0,19.0,OBJECT,2022,7,6
837,July,2022-07-16,Saturday,2022-07-18,Patan,Nil,Chhattisgarh,"21.037069311134164, 81.54797912885542",TWO WHEELER,TRUCK,2,0,"27,20",MALE,SH,Hit From Back,21.037069311134164,81.54797912885542,2.0,23.5,20.0,27.0,VEHICLE,2022,7,5
838,July,2022-07-17,Sunday,2022-07-18,Khandepar,Nil,Goa,"15.460091179207675, 74.0477027181453",TWO WHEELER,TRUCK,1,0,55,MALE,SH,Head On Collision,15.460091179207677,74.0477027181453,1.0,55.0,55.0,55.0,VEHICLE,2022,7,6
839,July,2022-07-16,Saturday,2022-07-18,Punjapura,Nil,Madhya Pradesh,"22.542103844573163, 76.36552318518942",TWO WHEELER,TRUCK,3,0,"26,22,22",MALE,SH,Head On Collision,22.542103844573163,76.36552318518942,3.0,23.333333333333332,22.0,26.0,VEHICLE,2022,7,5
840,July,2022-07-16,Saturday,2022-07-18,AB Road,Indore,Madhya Pradesh,"22.64647852782518, 75.81923095698617",CAR,PILLAR,1,1,,MALE,NH,Fixed Object Collision,22.64647852782518,75.81923095698617,,,,,VEHICLE,2022,7,5
844,July,2022-07-18,Monday,2022-07-19,Narmada Bridge,Nil,Madhya Pradesh,"22.151916886063812, 75.44344933833077",BUS,RIVER,14,20,,,NH,Vehicle Overturn,22.15191688606381,75.44344933833077,,,,,OBJECT,2022,7,0
847,July,2022-07-18,Monday,2022-07-20,Kadrabad,Nil,Uttar Pradesh,"28.86590154001807, 77.59911645209652",TWO WHEELER,CAR,1,1,,MALE,NH,Hit From Back,28.86590154001807,77.59911645209652,,,,,VEHICLE,2022,7,0
850,July,2022-07-20,Wednesday,2022-07-21,Shiroor Toll Plaza,Nil,Karnataka,"13.933637241943957, 74.5967215030597",AMBULANCE,POLE,4,4,"45,40,42,32",BOTH,NH,Fixed Object Collision,13.933637241943956,74.5967215030597,4.0,39.75,32.0,45.0,OBJECT,2022,7,2
851,July,2022-07-20,Wednesday,2022-07-21,Gholu Majra,Nil,Punjab,"30.53476289307007, 76.81639741792141",PEDESTRIAN,UNIDENTIFIED,1,0,45,FEMALE,NH,Hit and Run,30.53476289307007,76.81639741792141,1.0,45.0,45.0,45.0,UNKNOWN,2022,7,2
853,July,2022-07-22,Friday,2022-07-22,Naugaja Peer,Nil,Haryana,"30.163379919274046, 76.86375481675898",CAR,UNIDENTIFIED,2,1,,BOTH,NH,Hit and Run,30.16337991927405,76.86375481675898,,,,,UNKNOWN,2022,7,4
854,July,2022-07-21,Thursday,2022-07-22,Yelahanka,Nil,Karnataka,"13.11764235472505, 77.6084193444187",CAR,BUS,1,0,21,MALE,NH,Head On Collision,13.11764235472505,77.6084193444187,1.0,21.0,21.0,21.0,VEHICLE,2022,7,3
855,July,2022-07-23,Saturday,2022-07-23,Badar Chowk,Nil,Uttar Pradesh,"27.541229923475033, 78.04514179668632",PEDESTRIAN,TRUCK,5,1,"28,30,30,30,45",MALE,NH,Hit and Run,27.541229923475036,78.04514179668632,5.0,32.6,28.0,45.0,VEHICLE,2022,7,5
856,July,2022-07-22,Friday,2022-07-23,Punhana,Nil,Haryana,"27.8674332750505, 77.20858812005018",AUTO RICKSHAW,CRANE,7,2,,,SH,Hit From Side,27.8674332750505,77.20858812005018,,,,,VEHICLE,2022,7,4
859,July,2022-07-24,Sunday,2022-07-24,Kothakotta,Nil,Andhra Pradesh,"13.3958876290453, 79.09851659006976",CAR,DIVIDER,3,4,"29,26,30",MALE,NH,Fixed Object Collision,13.3958876290453,79.09851659006976,3.0,28.333333333333332,26.0,30.0,OBJECT,2022,7,6
860,July,2022-07-22,Friday,2022-07-24,Samba Bus Stand,Nil,Jammu,"32.559624979021876, 75.12050899406216",CAR,TRUCK,4,15,"40,8,5,5",BOTH,NH,Others,32.55962497902188,75.12050899406216,4.0,14.5,5.0,40.0,VEHICLE,2022,7,4
861,July,2022-07-24,Sunday,2022-07-24,Satrundi,Nil,Himachal Pradesh,"32.99261617636575, 76.21056273695888",CAR,GORGE,5,2,,,SH,Vehicle Overturn,32.99261617636575,76.21056273695888,,,,,OBJECT,2022,7,6
865,July,2022-07-23,Saturday,2022-07-25,Bamhani,Nil,Madhya Pradesh,"22.475812300533164, 80.36759789701637",PEDESTRIAN,BUS,2,3,"2,26",FEMALE,NH,Hit and Run,22.475812300533164,80.36759789701637,2.0,14.0,2.0,26.0,VEHICLE,2022,7,5
866,July,2022-07-25,Monday,2022-07-25,Barabanki,Nil,Uttar Pradesh,"26.927293576261384, 81.2001030162083",BUS,BUS,8,18,"42,33,25,23,17,24",BOTH,SH,Head On Collision,26.927293576261384,81.2001030162083,6.0,27.333333333333332,17.0,42.0,VEHICLE,2022,7,0
868,July,2022-07-25,Monday,2022-07-25,Nangli Puna,Delhi,Delhi,"28.771698294788195, 77.1438149431766",CAR,BUS,3,2,"27,32,62",FEMALE,NH,With Parked Vehicle,28.771698294788195,77.1438149431766,3.0,40.333333333333336,27.0,62.0,VEHICLE,2022,7,0
869,July,2022-07-24,Sunday,2022-07-26,RTO Office Bilkhiriya,Bhopal,Madhya Pradesh,"23.267080937045094, 77.51617118103837",TWO WHEELER,UNIDENTIFIED,1,0,50,MALE,NH,Hit and Run,23.26708093704509,77.51617118103837,1.0,50.0,50.0,50.0,UNKNOWN,2022,7,6
870,July,2022-07-24,Sunday,2022-07-26,Megra Kalan,Nil,Madhya Pradesh,"23.680123872219358, 77.46032132791763",TWO WHEELER,UNIDENTIFIED,1,0,22,MALE,SH,Hit and Run,23.68012387221936,77.46032132791763,1.0,22.0,22.0,22.0,UNKNOWN,2022,7,6
871,July,2022-07-20,Wednesday,2022-07-26,Koothattukulam,Nil,Kerala,"9.860746543042406, 76.59740276583467",TWO WHEELER,POLE,1,0,18,MALE,SH,Fixed Object Collision,9.860746543042406,76.59740276583467,1.0,18.0,18.0,18.0,OBJECT,2022,7,2
872,July,2022-07-24,Sunday,2022-07-26,Bilkhiriya,Nil,Madhya Pradesh,"23.256073185414806, 77.58298153658785",TWO WHEELER,UNIDENTIFIED,1,0,50,MALE,NH,Hit and Run,23.25607318541481,77.58298153658785,1.0,50.0,50.0,50.0,UNKNOWN,2022,7,6
873,July,2022-07-24,Sunday,2022-07-26,Megraa,Nil,Madhya Pradesh,"23.681334215884217, 77.46066505698248",TWO WHEELER,CAR,1,0,26,MALE,SH,Hit and Run,23.681334215884217,77.46066505698248,1.0,26.0,26.0,26.0,VEHICLE,2022,7,6
874,July,2022-07-27,Wednesday,2022-07-27,Kurnool Ring Road,Nil,Andhra Pradesh,"15.761981976291281, 78.0205006532582",CAR,TRUCK,3,3,,BOTH,NH,Hit From Back,15.76198197629128,78.0205006532582,,,,,VEHICLE,2022,7,2
876,July,2022-07-26,Tuesday,2022-07-27,Masuri,Nil,Uttar Pradesh,"28.68880790698141, 77.55244731315047",TWO WHEELER,DIVIDER,3,0,,MALE,NH,Fixed Object Collision,28.68880790698141,77.55244731315047,,,,,OBJECT,2022,7,1
877,July,2022-07-26,Tuesday,2022-07-27,Bamheta,Ghaziabad,Uttar Pradesh,"28.649244391742904, 77.46967064490445",TWO WHEELER,DIVIDER,1,0,20,MALE,NH,Fixed Object Collision,28.649244391742904,77.46967064490445,1.0,20.0,20.0,20.0,OBJECT,2022,7,1
879,July,2022-07-26,Tuesday,2022-07-28,Chandrama Chowk,Nil,Bihar,"25.577565237623467, 87.579481648749",TWO WHEELER,BUS,1,1,31,MALE,NH,Others,25.577565237623467,87.579481648749,1.0,31.0,31.0,31.0,VEHICLE,2022,7,1
880,July,2022-07-27,Wednesday,2022-07-28,Hiranagar,Nil,Himachal Pradesh,"31.113145309002686, 77.10432524742168",BUS,GORGE,1,22,30,MALE,NH,Run Off Road,31.11314530900269,77.10432524742168,1.0,30.0,30.0,30.0,OBJECT,2022,7,2
881,July,2022-07-27,Wednesday,2022-07-28,Acharapakkam,Nil,Tamil Nadu,"12.407262812658416, 79.81736834538259",TWO WHEELER,TRUCK,2,0,"16,17",MALE,NH,Head On Collision,12.407262812658416,79.81736834538259,2.0,16.5,16.0,17.0,VEHICLE,2022,7,2
882,July,2022-07-29,Friday,2022-07-29,Naraini,Nil,Uttar Pradesh,"25.187145377591197, 80.47401054681619",AUTO RICKSHAW,SUV,6,7,,,SH,Head On Collision,25.1871453775912,80.47401054681619,,,,,VEHICLE,2022,7,4
884,July,2022-07-28,Thursday,2022-07-29,Salasar Highway,Nil,Rajasthan,"28.004360488461323, 74.94392415519748",TWO WHEELER,SUV,1,0,35,MALE,NH,Others,28.004360488461323,74.94392415519748,1.0,35.0,35.0,35.0,VEHICLE,2022,7,3
886,July,2022-07-30,Saturday,2022-07-30,Chinnar Bridge,Nil,Tamil Nadu,"10.353407760645622, 77.2196448074345",BUS,TRUCK,2,3,"40,40",MALE,SH,With Parked Vehicle,10.353407760645622,77.2196448074345,2.0,40.0,40.0,40.0,VEHICLE,2022,7,5
887,July,2022-07-30,Saturday,2022-07-31,Sector 12 Panchkula,Nil,Haryana,"30.67837434350798, 76.86002240403681",TWO WHEELER,TRUCK,2,1,,,NH,Hit From Back,30.67837434350798,76.86002240403681,,,,,VEHICLE,2022,7,5
889,August,2022-07-31,Sunday,2022-08-01,Tiuni,Nil,Uttarakhand,"30.939362031695072, 77.84815764793379",PICK UP,GORGE,3,0,"22,20,65",MALE,NH,Vehicle Overturn,30.939362031695072,77.84815764793379,3.0,35.666666666666664,20.0,65.0,OBJECT,2022,7,6
890,August,2022-07-31,Sunday,2022-08-01,Tiuni Bridge,Nil,Uttarakhand,"30.945197917122762, 77.8515850791922",TWO WHEELER,RAILING,1,1,26,MALE,NH,Fixed Object Collision,30.94519791712276,77.8515850791922,1.0,26.0,26.0,26.0,VEHICLE,2022,7,6
891,August,2022-07-30,Saturday,2022-08-01,Paddapai,Nil,Tamil Nadu,"12.888856784533612, 80.02941404006906",TWO WHEELER,CAR,2,1,"18,19",MALE,SH,Hit From Side,12.888856784533612,80.02941404006906,2.0,18.5,18.0,19.0,VEHICLE,2022,7,5
892,August,2022-08-01,Monday,2022-08-02,Swala,Nil,Uttarakhand,"29.260722990772237, 80.07439203496646",CAR,GORGE,1,1,46,MALE,NH,Vehicle Overturn,29.26072299077224,80.07439203496646,1.0,46.0,46.0,46.0,OBJECT,2022,8,0
893,August,2022-08-01,Monday,2022-08-02,Shamshabad,Hyderabad,Telangana,"17.255340256368513, 78.38134141799141",CAR,DIVIDER,1,2,21,FEMALE,NH,Fixed Object Collision,17.255340256368513,78.38134141799141,1.0,21.0,21.0,21.0,OBJECT,2022,8,0
894,August,2022-08-01,Monday,2022-08-03,Swarag Dham Ashram,Nil,Madhya Pradesh,"23.254865875546862, 77.57396822342128",TWO WHEELER,TRUCK,1,0,26,MALE,NH,Head On Collision,23.254865875546862,77.57396822342128,1.0,26.0,26.0,26.0,VEHICLE,2022,8,0
895,August,2022-08-02,Tuesday,2022-08-03,Navelim,Nil,Goa,"15.252273017920528, 73.96876094773741",CAR,DIVIDER,2,3,"72,74",BOTH,NH,Fixed Object Collision,15.252273017920528,73.96876094773741,2.0,73.0,72.0,74.0,OBJECT,2022,8,1
897,August,2022-08-03,Wednesday,2022-08-04,Bahuara Chowk,Nil,Bihar,"25.84611417232703, 85.5986218975968",PEDESTRIAN,TRUCK,5,7,,,SH,Hit and Run,25.84611417232703,85.5986218975968,,,,,VEHICLE,2022,8,2
899,August,2022-08-03,Wednesday,2022-08-04,Jugiyana,Ludhiana,Punjab,"30.851348195494523, 75.94820155476005",TWO WHEELER,TRUCK,1,1,35,FEMALE,SH,Others,30.851348195494523,75.94820155476005,1.0,35.0,35.0,35.0,VEHICLE,2022,8,2
900,August,2022-08-02,Tuesday,2022-08-04,Bherughat,Nil,Madhya Pradesh,"22.480575141185227, 75.94390693213485",CAR,TRUCK,1,4,,MALE,SH,Others,22.480575141185227,75.94390693213485,,,,,VEHICLE,2022,8,1
904,August,2022-08-04,Thursday,2022-08-06,Jaleelpur Road,Nil,Uttar Pradesh,"29.142339160066125, 78.2697179981714",CAR,TREE,3,2,"41,40,38",MALE,SH,Fixed Object Collision,29.142339160066125,78.2697179981714,3.0,39.666666666666664,38.0,41.0,OBJECT,2022,8,3
905,August,2022-08-04,Thursday,2022-08-06,Bhootpuri,Nil,Uttar Pradesh,"29.322011984558028, 78.65378108142265",TWO WHEELER,CAR,2,0,"40,39",MALE,NH,Others,29.322011984558028,78.65378108142265,2.0,39.5,39.0,40.0,VEHICLE,2022,8,3
906,August,2022-08-05,Friday,2022-08-06,Ankinayanapalli,Nil,Tamil Nadu,"12.53456018087644, 78.39113093997939",PEDESTRIAN,CAR,4,0,"43,40,43,47",MALE,SH,Hit and Run,12.53456018087644,78.39113093997939,4.0,43.25,40.0,47.0,VEHICLE,2022,8,4
907,August,2022-08-04,Thursday,2022-08-06,Koduvai,Nil,Tamil Nadu,"10.938561165704384, 77.44021576561727",SUV,BUS,5,1,"34,34,36,40,38",MALE,NH,Head On Collision,10.938561165704384,77.44021576561727,5.0,36.4,34.0,40.0,VEHICLE,2022,8,3
910,August,2022-08-07,Sunday,2022-08-07,Ballygunge,Kolkata,West Bengal,"22.52951965698945, 88.3657621945832",PEDESTRIAN,CAR,1,0,45,FEMALE,SH,Hit and Run,22.52951965698945,88.3657621945832,1.0,45.0,45.0,45.0,VEHICLE,2022,8,6
